Store,date,Sales
1115,2013-08-24,4875
1086,2013-08-24,6222
85,2013-08-25,11306
71,2013-08-25,0
102,2013-08-25,0
105,2013-08-25,0
10,2013-08-25,0
57,2013-08-25,0
50,2013-08-25,0
49,2013-08-25,0
1115,2013-08-25,0
1086,2013-08-25,0
85,2013-08-26,8885
71,2013-08-26,12177
102,2013-08-26,9264
105,2013-08-26,5662
10,2013-08-26,6588
57,2013-08-26,19200
50,2013-08-26,6052
49,2013-08-26,9519
1086,2013-08-26,16061
1115,2013-08-26,9322
85,2013-08-27,6598
71,2013-08-27,10410
102,2013-08-27,6813
105,2013-08-27,3702
10,2013-08-27,6350
57,2013-08-27,14142
50,2013-08-27,4922
49,2013-08-27,7181
1115,2013-08-27,6095
1086,2013-08-27,12349
85,2013-08-28,7139
71,2013-08-28,9067
102,2013-08-28,6465
105,2013-08-28,4267
10,2013-08-28,5791
57,2013-08-28,12263
50,2013-08-28,4465
49,2013-08-28,6925
1115,2013-08-28,5773
1086,2013-08-28,11215
85,2013-08-29,6156
71,2013-08-29,9550
102,2013-08-29,6972
105,2013-08-29,4188
10,2013-08-29,5578
57,2013-08-29,11478
50,2013-08-29,3886
49,2013-08-29,6773
1115,2013-08-29,6570
1086,2013-08-29,10771
85,2013-08-30,7207
71,2013-08-30,12245
102,2013-08-30,10777
105,2013-08-30,4726
10,2013-08-30,6448
57,2013-08-30,14637
50,2013-08-30,5414
49,2013-08-30,7252
1115,2013-08-30,7545
1086,2013-08-30,12157
85,2013-08-31,5582
71,2013-08-31,6456
102,2013-08-31,6454
105,2013-08-31,2870
10,2013-08-31,4717
57,2013-08-31,8620
50,2013-08-31,4574
49,2013-08-31,6946
1115,2013-08-31,6374
1086,2013-08-31,7126
85,2013-09-01,13706
71,2013-09-01,0
102,2013-09-01,0
105,2013-09-01,0
10,2013-09-01,0
57,2013-09-01,0
50,2013-09-01,0
49,2013-09-01,0
1115,2013-09-01,0
1086,2013-09-01,0
71,2013-09-02,7412
85,2013-09-02,5734
102,2013-09-02,7177
105,2013-09-02,3138
10,2013-09-02,4674
57,2013-09-02,8973
50,2013-09-02,3503
49,2013-09-02,5631
1115,2013-09-02,3977
1086,2013-09-02,7921
85,2013-09-03,5227
71,2013-09-03,7202
102,2013-09-03,5845
105,2013-09-03,2918
10,2013-09-03,4968
57,2013-09-03,8916
50,2013-09-03,2938
49,2013-09-03,5283
1086,2013-09-03,7817
1115,2013-09-03,3504
85,2013-09-04,5602
71,2013-09-04,7327
102,2013-09-04,5276
105,2013-09-04,3445
10,2013-09-04,4160
57,2013-09-04,9000
50,2013-09-04,3062
49,2013-09-04,5081
1115,2013-09-04,3444
1086,2013-09-04,7305
102,2013-09-05,3736
85,2013-09-05,5223
71,2013-09-05,6419
105,2013-09-05,2933
10,2013-09-05,4717
57,2013-09-05,9459
49,2013-09-05,5487
50,2013-09-05,2962
1086,2013-09-05,8028
1115,2013-09-05,3795
71,2013-09-06,7498
85,2013-09-06,5242
102,2013-09-06,3945
105,2013-09-06,3445
10,2013-09-06,4582
57,2013-09-06,9956
50,2013-09-06,2991
49,2013-09-06,5249
1086,2013-09-06,7395
1115,2013-09-06,5426
85,2013-09-07,5428
71,2013-09-07,6795
102,2013-09-07,5564
105,2013-09-07,2887
10,2013-09-07,4467
57,2013-09-07,7314
50,2013-09-07,3773
49,2013-09-07,6962
1086,2013-09-07,5575
1115,2013-09-07,6421
71,2013-09-08,0
85,2013-09-08,8383
102,2013-09-08,0
105,2013-09-08,0
10,2013-09-08,0
57,2013-09-08,0
50,2013-09-08,0
49,2013-09-08,0
1115,2013-09-08,0
1086,2013-09-08,0
85,2013-09-09,7959
71,2013-09-09,15770
102,2013-09-09,12074
105,2013-09-09,6888
10,2013-09-09,7486
57,2013-09-09,17354
50,2013-09-09,6526
49,2013-09-09,12032
1086,2013-09-09,15876
1115,2013-09-09,8044
85,2013-09-10,7756
71,2013-09-10,10786
102,2013-09-10,8309
105,2013-09-10,5016
10,2013-09-10,5937
57,2013-09-10,14164
50,2013-09-10,5340
49,2013-09-10,9165
1086,2013-09-10,11700
1115,2013-09-10,6744
85,2013-09-11,6800
71,2013-09-11,10939
102,2013-09-11,7543
105,2013-09-11,5053
10,2013-09-11,4936
57,2013-09-11,12476
50,2013-09-11,4755
49,2013-09-11,7086
1115,2013-09-11,5978
1086,2013-09-11,10146
85,2013-09-12,6439
71,2013-09-12,10874
102,2013-09-12,7803
105,2013-09-12,3772
10,2013-09-12,5681
57,2013-09-12,12253
50,2013-09-12,4272
49,2013-09-12,6956
1115,2013-09-12,6110
1086,2013-09-12,10510
85,2013-09-13,6417
71,2013-09-13,11714
102,2013-09-13,7668
105,2013-09-13,4463
10,2013-09-13,5518
57,2013-09-13,12545
50,2013-09-13,4727
49,2013-09-13,6632
1115,2013-09-13,6703
1086,2013-09-13,10789
85,2013-09-14,4951
71,2013-09-14,6912
102,2013-09-14,4790
105,2013-09-14,2669
10,2013-09-14,4262
57,2013-09-14,7941
50,2013-09-14,3845
49,2013-09-14,6531
1115,2013-09-14,6093
1086,2013-09-14,5586
85,2013-09-15,12193
71,2013-09-15,0
102,2013-09-15,0
105,2013-09-15,0
10,2013-09-15,0
57,2013-09-15,0
50,2013-09-15,0
49,2013-09-15,0
1115,2013-09-15,0
1086,2013-09-15,0
71,2013-09-16,7008
85,2013-09-16,5575
102,2013-09-16,4876
105,2013-09-16,3830
10,2013-09-16,5405
57,2013-09-16,9283
50,2013-09-16,3044
49,2013-09-16,5028
1115,2013-09-16,3664
1086,2013-09-16,7731
85,2013-09-17,4940
71,2013-09-17,6292
102,2013-09-17,4715
105,2013-09-17,3210
10,2013-09-17,4394
57,2013-09-17,8462
50,2013-09-17,3056
49,2013-09-17,5128
1086,2013-09-17,6407
1115,2013-09-17,3574
85,2013-09-18,4560
71,2013-09-18,6562
102,2013-09-18,4008
105,2013-09-18,3107
10,2013-09-18,4544
57,2013-09-18,7480
50,2013-09-18,2658
49,2013-09-18,5002
1115,2013-09-18,3816
1086,2013-09-18,6259
85,2013-09-19,4656
71,2013-09-19,5794
102,2013-09-19,4104
105,2013-09-19,3385
10,2013-09-19,4205
57,2013-09-19,9017
50,2013-09-19,2482
49,2013-09-19,4833
1115,2013-09-19,4409
1086,2013-09-19,7117
85,2013-09-20,4949
71,2013-09-20,7368
102,2013-09-20,4415
105,2013-09-20,3097
10,2013-09-20,4708
57,2013-09-20,9544
50,2013-09-20,2841
49,2013-09-20,6052
1115,2013-09-20,4488
1086,2013-09-20,6316
85,2013-09-21,4374
71,2013-09-21,5796
102,2013-09-21,5120
105,2013-09-21,2692
10,2013-09-21,4137
57,2013-09-21,6800
50,2013-09-21,3623
49,2013-09-21,5299
1115,2013-09-21,4678
1086,2013-09-21,5398
102,2013-09-22,0
85,2013-09-22,7317
105,2013-09-22,0
71,2013-09-22,0
10,2013-09-22,0
57,2013-09-22,0
49,2013-09-22,0
50,2013-09-22,0
1115,2013-09-22,0
1086,2013-09-22,0
85,2013-09-23,7262
71,2013-09-23,12515
102,2013-09-23,9137
105,2013-09-23,5548
10,2013-09-23,7333
57,2013-09-23,16198
50,2013-09-23,5999
49,2013-09-23,7947
1086,2013-09-23,12790
1115,2013-09-23,6873
85,2013-09-24,6893
71,2013-09-24,9564
102,2013-09-24,7391
105,2013-09-24,4601
10,2013-09-24,5854
57,2013-09-24,12689
50,2013-09-24,3792
49,2013-09-24,6271
1086,2013-09-24,10347
1115,2013-09-24,5220
85,2013-09-25,6959
71,2013-09-25,7529
102,2013-09-25,6318
105,2013-09-25,3994
10,2013-09-25,5359
57,2013-09-25,11069
50,2013-09-25,4483
49,2013-09-25,5737
1115,2013-09-25,5728
1086,2013-09-25,9874
85,2013-09-26,6629
71,2013-09-26,8263
102,2013-09-26,6603
105,2013-09-26,3908
10,2013-09-26,5083
57,2013-09-26,10962
50,2013-09-26,4708
49,2013-09-26,7389
1115,2013-09-26,5647
1086,2013-09-26,10126
85,2013-09-27,6565
71,2013-09-27,9872
102,2013-09-27,6109
105,2013-09-27,4592
10,2013-09-27,5088
57,2013-09-27,12147
50,2013-09-27,4718
49,2013-09-27,7428
1115,2013-09-27,5868
1086,2013-09-27,9790
85,2013-09-28,5088
71,2013-09-28,6879
102,2013-09-28,5664
105,2013-09-28,2595
10,2013-09-28,4681
57,2013-09-28,7528
50,2013-09-28,4348
49,2013-09-28,7344
1115,2013-09-28,6001
1086,2013-09-28,6093
102,2013-09-29,0
85,2013-09-29,13267
71,2013-09-29,0
105,2013-09-29,0
10,2013-09-29,0
57,2013-09-29,0
49,2013-09-29,0
50,2013-09-29,0
1115,2013-09-29,0
1086,2013-09-29,0
71,2013-09-30,7386
85,2013-09-30,6269
102,2013-09-30,7778
105,2013-09-30,4169
10,2013-09-30,5515
57,2013-09-30,10683
50,2013-09-30,3805
49,2013-09-30,5942
1115,2013-09-30,3902
1086,2013-09-30,8388
85,2013-10-01,6191
71,2013-10-01,7271
102,2013-10-01,6676
105,2013-10-01,3449
10,2013-10-01,5542
57,2013-10-01,9746
50,2013-10-01,3812
49,2013-10-01,4957
1086,2013-10-01,7783
1115,2013-10-01,3983
85,2013-10-02,6623
71,2013-10-02,8567
102,2013-10-02,5983
105,2013-10-02,3997
10,2013-10-02,5743
57,2013-10-02,9936
50,2013-10-02,3989
49,2013-10-02,7086
1115,2013-10-02,4369
1086,2013-10-02,8314
102,2013-10-03,4959
85,2013-10-03,13297
71,2013-10-03,0
105,2013-10-03,0
10,2013-10-03,0
57,2013-10-03,0
49,2013-10-03,0
50,2013-10-03,0
1086,2013-10-03,0
1115,2013-10-03,0
71,2013-10-04,9516
85,2013-10-04,5905
102,2013-10-04,6171
105,2013-10-04,4102
10,2013-10-04,6017
57,2013-10-04,11629
50,2013-10-04,4275
49,2013-10-04,7895
1086,2013-10-04,10281
1115,2013-10-04,6107
85,2013-10-05,4823
71,2013-10-05,6518
102,2013-10-05,5775
105,2013-10-05,2145
10,2013-10-05,4833
57,2013-10-05,7672
50,2013-10-05,3799
49,2013-10-05,6025
1086,2013-10-05,5263
1115,2013-10-05,6460
85,2013-10-06,9289
71,2013-10-06,0
102,2013-10-06,0
105,2013-10-06,0
10,2013-10-06,0
57,2013-10-06,0
50,2013-10-06,0
49,2013-10-06,0
1115,2013-10-06,0
1086,2013-10-06,0
85,2013-10-07,7854
71,2013-10-07,13905
102,2013-10-07,11219
105,2013-10-07,6403
10,2013-10-07,7173
57,2013-10-07,18112
50,2013-10-07,6325
49,2013-10-07,8829
1086,2013-10-07,15654
1115,2013-10-07,8185
85,2013-10-08,6135
71,2013-10-08,10033
102,2013-10-08,8592
105,2013-10-08,4605
10,2013-10-08,5908
57,2013-10-08,14171
50,2013-10-08,4477
49,2013-10-08,6857
1115,2013-10-08,5974
1086,2013-10-08,12516
85,2013-10-09,6001
71,2013-10-09,10001
102,2013-10-09,6692
105,2013-10-09,4047
10,2013-10-09,4946
57,2013-10-09,11805
50,2013-10-09,4100
49,2013-10-09,7334
1115,2013-10-09,6531
1086,2013-10-09,13198
85,2013-10-10,6329
71,2013-10-10,10005
102,2013-10-10,7692
105,2013-10-10,3762
10,2013-10-10,5067
57,2013-10-10,11188
50,2013-10-10,4223
49,2013-10-10,6385
1115,2013-10-10,6158
1086,2013-10-10,11092
85,2013-10-11,6373
71,2013-10-11,10343
102,2013-10-11,6451
105,2013-10-11,4675
10,2013-10-11,4936
57,2013-10-11,11915
50,2013-10-11,4438
49,2013-10-11,7655
1115,2013-10-11,6358
1086,2013-10-11,9100
85,2013-10-12,5272
71,2013-10-12,6808
102,2013-10-12,5874
105,2013-10-12,2536
10,2013-10-12,3644
57,2013-10-12,7650
50,2013-10-12,3788
49,2013-10-12,6287
1115,2013-10-12,5697
1086,2013-10-12,4659
71,2013-10-13,0
85,2013-10-13,12038
102,2013-10-13,0
105,2013-10-13,0
10,2013-10-13,0
57,2013-10-13,0
50,2013-10-13,0
49,2013-10-13,0
1086,2013-10-13,0
1115,2013-10-13,0
85,2013-10-14,5194
71,2013-10-14,6007
102,2013-10-14,6036
105,2013-10-14,3590
10,2013-10-14,4809
57,2013-10-14,10298
50,2013-10-14,2824
49,2013-10-14,5945
1086,2013-10-14,7639
1115,2013-10-14,4909
85,2013-10-15,4895
71,2013-10-15,6118
102,2013-10-15,4031
105,2013-10-15,2880
10,2013-10-15,4252
57,2013-10-15,8559
50,2013-10-15,2803
49,2013-10-15,5241
1086,2013-10-15,6531
1115,2013-10-15,4197
85,2013-10-16,5261
71,2013-10-16,5827
102,2013-10-16,4286
105,2013-10-16,3386
10,2013-10-16,3481
57,2013-10-16,9012
50,2013-10-16,2855
49,2013-10-16,5342
1115,2013-10-16,3651
1086,2013-10-16,7659
85,2013-10-17,5178
71,2013-10-17,6514
102,2013-10-17,4663
105,2013-10-17,2823
10,2013-10-17,4148
57,2013-10-17,8351
50,2013-10-17,2956
49,2013-10-17,4937
1086,2013-10-17,6885
1115,2013-10-17,3829
85,2013-10-18,5117
71,2013-10-18,7135
102,2013-10-18,4237
105,2013-10-18,3340
10,2013-10-18,4294
57,2013-10-18,8988
50,2013-10-18,2554
49,2013-10-18,5927
1086,2013-10-18,6408
1115,2013-10-18,4204
85,2013-10-19,4906
71,2013-10-19,6461
102,2013-10-19,4873
105,2013-10-19,2547
10,2013-10-19,4313
57,2013-10-19,7912
50,2013-10-19,3577
49,2013-10-19,6180
1115,2013-10-19,5323
1086,2013-10-19,4898
85,2013-10-20,7310
71,2013-10-20,0
102,2013-10-20,0
105,2013-10-20,0
10,2013-10-20,0
57,2013-10-20,0
50,2013-10-20,0
49,2013-10-20,0
1115,2013-10-20,0
1086,2013-10-20,0
85,2013-10-21,7494
71,2013-10-21,11669
102,2013-10-21,10066
105,2013-10-21,5455
10,2013-10-21,7099
57,2013-10-21,16687
50,2013-10-21,5482
49,2013-10-21,8059
1115,2013-10-21,7252
1086,2013-10-21,14088
85,2013-10-22,6159
71,2013-10-22,9358
102,2013-10-22,8454
105,2013-10-22,4201
10,2013-10-22,6067
57,2013-10-22,12302
50,2013-10-22,3790
49,2013-10-22,6887
1086,2013-10-22,10600
1115,2013-10-22,5493
85,2013-10-23,6317
71,2013-10-23,8189
102,2013-10-23,6190
105,2013-10-23,4511
10,2013-10-23,5570
57,2013-10-23,11416
50,2013-10-23,4228
49,2013-10-23,6642
1115,2013-10-23,4737
1086,2013-10-23,10357
85,2013-10-24,5822
71,2013-10-24,8488
102,2013-10-24,6463
105,2013-10-24,4322
10,2013-10-24,5789
57,2013-10-24,11416
50,2013-10-24,4563
49,2013-10-24,5882
1115,2013-10-24,5763
1086,2013-10-24,9602
85,2013-10-25,6328
71,2013-10-25,9798
102,2013-10-25,6062
105,2013-10-25,3959
10,2013-10-25,5592
57,2013-10-25,10732
50,2013-10-25,4150
49,2013-10-25,7099
1115,2013-10-25,5917
1086,2013-10-25,9355
85,2013-10-26,4680
71,2013-10-26,5695
102,2013-10-26,4751
105,2013-10-26,2451
10,2013-10-26,4450
57,2013-10-26,7110
50,2013-10-26,4382
49,2013-10-26,5817
1115,2013-10-26,5465
1086,2013-10-26,5128
85,2013-10-27,11363
71,2013-10-27,0
102,2013-10-27,0
105,2013-10-27,0
10,2013-10-27,0
57,2013-10-27,0
50,2013-10-27,0
49,2013-10-27,0
1115,2013-10-27,0
1086,2013-10-27,0
85,2013-10-28,5697
71,2013-10-28,6770
102,2013-10-28,4132
105,2013-10-28,2934
10,2013-10-28,4790
57,2013-10-28,8121
50,2013-10-28,2665
49,2013-10-28,5145
1115,2013-10-28,3784
1086,2013-10-28,6593
71,2013-10-29,6687
85,2013-10-29,4843
102,2013-10-29,4290
105,2013-10-29,3531
10,2013-10-29,4612
57,2013-10-29,9049
50,2013-10-29,2913
49,2013-10-29,5823
1115,2013-10-29,4085
1086,2013-10-29,11157
85,2013-10-30,5698
71,2013-10-30,6995
102,2013-10-30,6076
105,2013-10-30,3627
10,2013-10-30,4877
57,2013-10-30,11483
50,2013-10-30,2940
49,2013-10-30,5326
1086,2013-10-30,8793
1115,2013-10-30,4741
85,2013-10-31,5860
71,2013-10-31,9516
102,2013-10-31,7617
105,2013-10-31,4652
10,2013-10-31,5093
57,2013-10-31,0
50,2013-10-31,4270
49,2013-10-31,6739
1115,2013-10-31,4164
1086,2013-10-31,8590
102,2013-11-01,0
85,2013-11-01,6032
71,2013-11-01,0
105,2013-11-01,0
10,2013-11-01,5410
57,2013-11-01,12731
49,2013-11-01,0
50,2013-11-01,0
1086,2013-11-01,8950
1115,2013-11-01,4746
71,2013-11-02,7713
85,2013-11-02,5588
102,2013-11-02,7284
105,2013-11-02,3343
10,2013-11-02,5015
57,2013-11-02,8517
50,2013-11-02,5775
49,2013-11-02,7757
1086,2013-11-02,6666
1115,2013-11-02,6616
85,2013-11-03,8226
71,2013-11-03,0
102,2013-11-03,0
105,2013-11-03,0
10,2013-11-03,0
57,2013-11-03,0
50,2013-11-03,0
49,2013-11-03,0
1086,2013-11-03,0
1115,2013-11-03,0
71,2013-11-04,13004
85,2013-11-04,8776
102,2013-11-04,9064
105,2013-11-04,6845
10,2013-11-04,6389
57,2013-11-04,19199
50,2013-11-04,6807
49,2013-11-04,10062
1115,2013-11-04,7272
1086,2013-11-04,15719
85,2013-11-05,7795
71,2013-11-05,11963
102,2013-11-05,8757
105,2013-11-05,5042
10,2013-11-05,6824
57,2013-11-05,13368
50,2013-11-05,4706
49,2013-11-05,7580
1086,2013-11-05,11623
1115,2013-11-05,6108
85,2013-11-06,7105
71,2013-11-06,10032
102,2013-11-06,7400
105,2013-11-06,4164
10,2013-11-06,5708
57,2013-11-06,12554
50,2013-11-06,4513
49,2013-11-06,7354
1086,2013-11-06,10750
1115,2013-11-06,5612
85,2013-11-07,6578
71,2013-11-07,10220
102,2013-11-07,5772
105,2013-11-07,4269
10,2013-11-07,5652
57,2013-11-07,12022
50,2013-11-07,4927
49,2013-11-07,6937
1115,2013-11-07,6467
1086,2013-11-07,10408
85,2013-11-08,6459
71,2013-11-08,12034
102,2013-11-08,7378
105,2013-11-08,4492
10,2013-11-08,5925
57,2013-11-08,12201
50,2013-11-08,4432
49,2013-11-08,8145
1115,2013-11-08,6617
1086,2013-11-08,13949
85,2013-11-09,5046
71,2013-11-09,7497
102,2013-11-09,6131
105,2013-11-09,3414
10,2013-11-09,4557
57,2013-11-09,7797
50,2013-11-09,4218
49,2013-11-09,6719
1115,2013-11-09,6513
1086,2013-11-09,6774
85,2013-11-10,11525
71,2013-11-10,0
102,2013-11-10,0
105,2013-11-10,0
10,2013-11-10,0
57,2013-11-10,0
50,2013-11-10,0
49,2013-11-10,0
1115,2013-11-10,0
1086,2013-11-10,0
85,2013-11-11,5639
71,2013-11-11,7808
102,2013-11-11,5054
105,2013-11-11,3939
10,2013-11-11,5022
57,2013-11-11,9377
50,2013-11-11,3151
49,2013-11-11,5796
1115,2013-11-11,4008
1086,2013-11-11,7061
71,2013-11-12,7191
85,2013-11-12,5165
102,2013-11-12,4267
105,2013-11-12,3608
10,2013-11-12,4209
57,2013-11-12,8571
50,2013-11-12,3061
49,2013-11-12,5113
1115,2013-11-12,3560
1086,2013-11-12,8275
85,2013-11-13,5327
71,2013-11-13,7141
102,2013-11-13,5056
105,2013-11-13,3112
10,2013-11-13,4601
57,2013-11-13,8523
50,2013-11-13,2596
49,2013-11-13,5217
1086,2013-11-13,7169
1115,2013-11-13,4064
85,2013-11-14,5330
71,2013-11-14,6891
102,2013-11-14,4493
105,2013-11-14,3276
10,2013-11-14,4569
57,2013-11-14,9525
50,2013-11-14,3159
49,2013-11-14,4452
1115,2013-11-14,4316
1086,2013-11-14,7435
85,2013-11-15,5804
71,2013-11-15,7190
102,2013-11-15,4868
105,2013-11-15,4317
10,2013-11-15,5010
57,2013-11-15,9460
50,2013-11-15,3682
49,2013-11-15,6141
1115,2013-11-15,4745
1086,2013-11-15,9310
85,2013-11-16,5985
71,2013-11-16,7115
102,2013-11-16,6103
105,2013-11-16,2883
10,2013-11-16,5092
57,2013-11-16,8362
50,2013-11-16,4196
49,2013-11-16,6871
1115,2013-11-16,6446
1086,2013-11-16,6183
85,2013-11-17,13629
71,2013-11-17,0
102,2013-11-17,0
105,2013-11-17,0
10,2013-11-17,0
57,2013-11-17,0
50,2013-11-17,0
49,2013-11-17,0
1115,2013-11-17,0
1086,2013-11-17,0
102,2013-11-18,9386
85,2013-11-18,8466
105,2013-11-18,6024
71,2013-11-18,13791
10,2013-11-18,7573
57,2013-11-18,19130
49,2013-11-18,8934
50,2013-11-18,5579
1115,2013-11-18,8335
1086,2013-11-18,14935
71,2013-11-19,11469
85,2013-11-19,7868
102,2013-11-19,7899
105,2013-11-19,5519
10,2013-11-19,6130
57,2013-11-19,16638
50,2013-11-19,4619
49,2013-11-19,6812
1086,2013-11-19,11513
1115,2013-11-19,6666
85,2013-11-20,7044
71,2013-11-20,9655
102,2013-11-20,6992
105,2013-11-20,4375
10,2013-11-20,5630
57,2013-11-20,0
50,2013-11-20,3696
49,2013-11-20,7410
1086,2013-11-20,10169
1115,2013-11-20,6380
71,2013-11-21,9152
85,2013-11-21,6815
102,2013-11-21,7082
105,2013-11-21,4901
10,2013-11-21,5514
57,2013-11-21,16430
50,2013-11-21,3506
49,2013-11-21,6328
1115,2013-11-21,5963
1086,2013-11-21,9447
85,2013-11-22,7078
71,2013-11-22,10300
102,2013-11-22,7076
105,2013-11-22,4803
10,2013-11-22,5675
57,2013-11-22,12530
50,2013-11-22,4254
49,2013-11-22,6962
1115,2013-11-22,6802
1086,2013-11-22,9348
85,2013-11-23,5316
71,2013-11-23,6778
102,2013-11-23,5824
105,2013-11-23,3181
10,2013-11-23,4489
57,2013-11-23,8991
50,2013-11-23,3731
49,2013-11-23,7145
1086,2013-11-23,6417
1115,2013-11-23,6895
85,2013-11-24,13413
71,2013-11-24,0
102,2013-11-24,0
105,2013-11-24,0
10,2013-11-24,0
57,2013-11-24,0
50,2013-11-24,0
49,2013-11-24,0
1086,2013-11-24,0
1115,2013-11-24,0
71,2013-11-25,7636
85,2013-11-25,6360
102,2013-11-25,5387
105,2013-11-25,4484
10,2013-11-25,5735
57,2013-11-25,11687
50,2013-11-25,3156
49,2013-11-25,7214
1115,2013-11-25,5872
1086,2013-11-25,6194
71,2013-11-26,6681
85,2013-11-26,5558
102,2013-11-26,4903
105,2013-11-26,3743
10,2013-11-26,5033
57,2013-11-26,9417
50,2013-11-26,3348
49,2013-11-26,6325
1115,2013-11-26,5054
1086,2013-11-26,6753
85,2013-11-27,6521
71,2013-11-27,7081
102,2013-11-27,4494
105,2013-11-27,4543
10,2013-11-27,5496
57,2013-11-27,10059
50,2013-11-27,3295
49,2013-11-27,7095
1086,2013-11-27,6697
1115,2013-11-27,5964
85,2013-11-28,6535
71,2013-11-28,8637
102,2013-11-28,4765
105,2013-11-28,4340
10,2013-11-28,5422
57,2013-11-28,10287
50,2013-11-28,3331
49,2013-11-28,6744
1115,2013-11-28,7104
1086,2013-11-28,6261
102,2013-11-29,7782
85,2013-11-29,6406
71,2013-11-29,11036
105,2013-11-29,5535
10,2013-11-29,5948
57,2013-11-29,13527
49,2013-11-29,7737
50,2013-11-29,4464
1086,2013-11-29,6062
1115,2013-11-29,7764
71,2013-11-30,10353
85,2013-11-30,6838
102,2013-11-30,8194
105,2013-11-30,4469
10,2013-11-30,6766
57,2013-11-30,10122
50,2013-11-30,5122
49,2013-11-30,9309
1086,2013-11-30,5412
1115,2013-11-30,9504
85,2013-12-01,13087
71,2013-12-01,0
102,2013-12-01,0
105,2013-12-01,0
10,2013-12-01,0
57,2013-12-01,0
50,2013-12-01,0
49,2013-12-01,0
1086,2013-12-01,0
1115,2013-12-01,0
85,2013-12-02,9272
71,2013-12-02,17431
102,2013-12-02,12918
105,2013-12-02,7102
10,2013-12-02,8101
57,2013-12-02,23370
50,2013-12-02,6831
49,2013-12-02,11387
1115,2013-12-02,10081
1086,2013-12-02,14154
85,2013-12-03,8591
71,2013-12-03,12920
102,2013-12-03,10734
105,2013-12-03,5698
10,2013-12-03,7223
57,2013-12-03,18722
50,2013-12-03,5517
49,2013-12-03,10289
1086,2013-12-03,11402
1115,2013-12-03,7504
85,2013-12-04,7979
71,2013-12-04,11418
102,2013-12-04,9557
105,2013-12-04,6080
10,2013-12-04,5291
57,2013-12-04,17129
50,2013-12-04,5628
49,2013-12-04,10228
1115,2013-12-04,8256
1086,2013-12-04,10093
85,2013-12-05,9177
71,2013-12-05,11141
102,2013-12-05,7921
105,2013-12-05,6118
10,2013-12-05,6293
57,2013-12-05,18424
50,2013-12-05,6371
49,2013-12-05,11456
1115,2013-12-05,8845
1086,2013-12-05,10298
85,2013-12-06,6823
71,2013-12-06,10361
102,2013-12-06,8010
105,2013-12-06,4578
10,2013-12-06,5937
57,2013-12-06,12748
50,2013-12-06,5222
49,2013-12-06,9118
1115,2013-12-06,7465
1086,2013-12-06,7486
85,2013-12-07,6015
71,2013-12-07,8759
102,2013-12-07,6985
105,2013-12-07,3292
10,2013-12-07,4966
57,2013-12-07,8445
50,2013-12-07,3558
49,2013-12-07,6478
1115,2013-12-07,6528
1086,2013-12-07,5514
85,2013-12-08,7815
71,2013-12-08,0
102,2013-12-08,0
105,2013-12-08,0
10,2013-12-08,0
57,2013-12-08,0
50,2013-12-08,0
49,2013-12-08,0
1115,2013-12-08,0
1086,2013-12-08,0
102,2013-12-09,6456
85,2013-12-09,5781
105,2013-12-09,4751
71,2013-12-09,8486
10,2013-12-09,5036
57,2013-12-09,10668
49,2013-12-09,6063
50,2013-12-09,3437
1115,2013-12-09,5104
1086,2013-12-09,7142
71,2013-12-10,9088
85,2013-12-10,5777
102,2013-12-10,6246
105,2013-12-10,4127
10,2013-12-10,5908
57,2013-12-10,12154
50,2013-12-10,2707
49,2013-12-10,5747
1115,2013-12-10,4945
1086,2013-12-10,6889
85,2013-12-11,6010
71,2013-12-11,9138
102,2013-12-11,6468
105,2013-12-11,4211
10,2013-12-11,5002
57,2013-12-11,11379
50,2013-12-11,3035
49,2013-12-11,6607
1086,2013-12-11,7069
1115,2013-12-11,5012
85,2013-12-12,5560
71,2013-12-12,8587
102,2013-12-12,6367
105,2013-12-12,4010
10,2013-12-12,5663
57,2013-12-12,11946
50,2013-12-12,4173
49,2013-12-12,6663
1115,2013-12-12,5029
1086,2013-12-12,7753
71,2013-12-13,9288
85,2013-12-13,5714
102,2013-12-13,6248
105,2013-12-13,4274
10,2013-12-13,6023
57,2013-12-13,12221
50,2013-12-13,3941
49,2013-12-13,7212
1086,2013-12-13,7566
1115,2013-12-13,6276
85,2013-12-14,6264
71,2013-12-14,8667
102,2013-12-14,6909
105,2013-12-14,3323
10,2013-12-14,5689
57,2013-12-14,10419
50,2013-12-14,5435
49,2013-12-14,8180
1115,2013-12-14,7948
1086,2013-12-14,6342
85,2013-12-15,13491
71,2013-12-15,0
102,2013-12-15,0
105,2013-12-15,0
10,2013-12-15,0
57,2013-12-15,0
50,2013-12-15,0
49,2013-12-15,0
1115,2013-12-15,0
1086,2013-12-15,0
71,2013-12-16,20126
85,2013-12-16,11113
102,2013-12-16,16644
105,2013-12-16,8792
10,2013-12-16,9123
57,2013-12-16,29138
50,2013-12-16,9178
49,2013-12-16,14453
1115,2013-12-16,11433
1086,2013-12-16,20489
85,2013-12-17,9498
71,2013-12-17,16880
102,2013-12-17,12593
105,2013-12-17,6708
10,2013-12-17,8109
57,2013-12-17,22914
50,2013-12-17,6560
49,2013-12-17,11600
1115,2013-12-17,9409
1086,2013-12-17,17633
85,2013-12-18,8347
71,2013-12-18,15820
102,2013-12-18,12498
105,2013-12-18,7318
10,2013-12-18,7893
57,2013-12-18,18905
50,2013-12-18,7222
49,2013-12-18,12271
