Store,date,Sales,Open,Promo,Promo2,SchoolHoliday,CompetitionDistance,CompetitionActive,StateHoliday,StoreType,Assortment,PromoInterval
71,2013-07-03,10280,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
85,2013-07-03,7238,1,1,0,1,1870.0,0,0,b,a,No_Promo2
102,2013-07-03,6892,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-03,4354,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-03,5636,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-03,13870,1,1,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-03,5490,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-03,7776,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-03,6370,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-03,11812,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-04,6630,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-04,9725,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-04,7677,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-04,4319,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-04,5798,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-04,12912,1,1,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-04,4897,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-04,7647,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-04,6101,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-04,12005,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-05,6344,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-05,9907,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-05,6896,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-05,4574,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-05,5663,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-05,13706,1,1,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-05,5441,1,1,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-05,7222,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1086,2013-07-05,10729,1,1,1,0,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2013-07-05,6674,1,1,1,0,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2013-07-06,4684,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2013-07-06,6708,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-06,5010,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-06,2939,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-06,4349,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-06,7827,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-06,3918,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-06,6151,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1086,2013-07-06,6712,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2013-07-06,5503,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2013-07-07,11606,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2013-07-07,0,0,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-07,0,0,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-07,0,0,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-07,0,0,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-07,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-07,0,0,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-07,0,0,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-07,0,0,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-07,0,0,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-08,6070,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-08,7510,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-08,5058,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-08,3819,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-08,5792,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-08,10474,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-08,4005,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-08,5613,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-08,4402,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-08,8683,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-09,5183,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-09,7538,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-09,4621,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-09,3924,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-09,4503,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-09,10168,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-09,3134,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-09,5668,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-09,3873,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-09,8142,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-10,5408,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-10,8255,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-10,4674,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-10,3272,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-10,4305,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-10,9971,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-10,2832,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-10,5624,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-10,3571,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-10,8274,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-11,5292,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-11,7516,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-11,4701,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-11,3418,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-11,4161,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-11,10844,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-11,3558,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-11,5808,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-11,4493,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-11,8212,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-12,5181,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-12,7754,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-12,5345,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-12,3734,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-12,4595,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-12,10650,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-12,3675,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-12,6693,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1086,2013-07-12,8610,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2013-07-12,4714,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2013-07-13,5237,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2013-07-13,7227,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-13,5022,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-13,2634,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-13,4090,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-13,8536,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-13,3799,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-13,6605,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1086,2013-07-13,5454,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2013-07-13,5670,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2013-07-14,13010,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2013-07-14,0,0,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-14,0,0,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-14,0,0,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-14,0,0,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-14,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-14,0,0,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-14,0,0,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-14,0,0,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-14,0,0,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-15,7953,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-15,16135,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-15,11996,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-15,6593,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-15,7179,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-15,20796,1,1,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-15,6680,1,1,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-15,9474,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-15,8157,1,1,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-15,15000,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-16,7077,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-16,11916,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-16,8898,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-16,5135,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-16,6093,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-16,14749,1,1,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-16,4960,1,1,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-16,6782,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-16,5881,1,1,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-16,13024,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-17,6551,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-17,10905,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-17,8009,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-17,4628,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-17,5200,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-17,12473,1,1,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-17,4405,1,1,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-17,7955,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-17,5757,1,1,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-17,10378,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-18,6355,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-18,9430,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-18,7286,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-18,4478,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-18,5048,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-18,12530,1,1,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-18,4473,1,1,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-18,8548,1,1,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-18,5588,1,1,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-18,11085,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
102,2013-07-19,7725,1,1,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
85,2013-07-19,5770,1,1,0,1,1870.0,0,0,b,a,No_Promo2
105,2013-07-19,4153,1,1,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
71,2013-07-19,12195,1,1,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
10,2013-07-19,6122,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-19,13576,1,1,0,1,420.0,0,0,d,c,No_Promo2
49,2013-07-19,7641,1,1,0,0,16160.0,0,0,d,c,No_Promo2
50,2013-07-19,4582,1,1,0,1,6260.0,0,0,d,a,No_Promo2
1115,2013-07-19,6234,1,1,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-19,11157,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-20,5218,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2013-07-20,6352,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-20,5420,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-20,2398,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-20,3957,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-20,7932,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-20,3710,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-20,7277,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1086,2013-07-20,6030,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2013-07-20,4669,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2013-07-21,10880,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2013-07-21,0,0,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-21,0,0,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-21,0,0,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-21,0,0,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-21,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-21,0,0,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-21,0,0,0,0,0,16160.0,0,0,d,c,No_Promo2
1086,2013-07-21,0,0,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2013-07-21,0,0,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2013-07-22,5489,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-22,7059,1,0,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-22,4806,1,0,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-22,4061,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-22,4553,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-22,10266,1,0,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-22,3023,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-22,5258,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-22,3900,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-22,7971,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-23,5092,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-23,6299,1,0,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-23,4144,1,0,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-23,3446,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-23,4482,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-23,9318,1,0,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-23,2858,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-23,5443,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-23,3246,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-23,7471,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-24,4980,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-24,7138,1,0,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-24,4489,1,0,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-24,3457,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-24,4160,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-24,8852,1,0,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-24,3365,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-24,5657,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-24,4245,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-24,7401,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-25,5110,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-25,6506,1,0,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-25,4698,1,0,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-25,3391,1,0,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-25,4238,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-25,9691,1,0,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-25,3487,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-25,5795,1,0,0,1,16160.0,0,0,d,c,No_Promo2
1115,2013-07-25,3674,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-25,7450,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-26,5014,1,0,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-26,8540,1,0,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-26,4307,1,0,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-26,3732,1,0,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-26,4264,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-26,9380,1,0,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-26,3508,1,0,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-26,6538,1,0,0,1,16160.0,0,0,d,c,No_Promo2
1086,2013-07-26,6866,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2013-07-26,4764,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2013-07-27,4897,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2013-07-27,5936,1,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-27,4236,1,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-27,2515,1,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-27,3927,1,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-27,7347,1,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-27,3035,1,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-27,6587,1,0,0,0,16160.0,0,0,d,c,No_Promo2
1086,2013-07-27,4911,1,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
1115,2013-07-27,4511,1,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
85,2013-07-28,10728,1,0,0,0,1870.0,0,0,b,a,No_Promo2
71,2013-07-28,0,0,0,1,0,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-28,0,0,0,1,0,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-28,0,0,0,1,0,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-28,0,0,0,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-28,0,0,0,0,0,420.0,0,0,d,c,No_Promo2
50,2013-07-28,0,0,0,0,0,6260.0,0,0,d,a,No_Promo2
49,2013-07-28,0,0,0,0,0,16160.0,0,0,d,c,No_Promo2
1115,2013-07-28,0,0,0,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-28,0,0,0,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-29,8098,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-29,13634,1,1,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-29,11256,1,1,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-29,6177,1,1,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-29,7368,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-29,18757,1,1,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-29,7058,1,1,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-29,11128,1,1,0,1,16160.0,0,0,d,c,No_Promo2
1115,2013-07-29,8039,1,1,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-29,16096,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-30,8045,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-30,11637,1,1,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-30,9237,1,1,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-30,5762,1,1,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-30,6378,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-30,15681,1,1,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-30,4901,1,1,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-30,8615,1,1,0,1,16160.0,0,0,d,c,No_Promo2
1115,2013-07-30,7119,1,1,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-30,15572,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-07-31,7975,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-07-31,12184,1,1,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-07-31,11666,1,1,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-07-31,5013,1,1,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-07-31,5915,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-07-31,14295,1,1,0,1,420.0,0,0,d,c,No_Promo2
50,2013-07-31,5288,1,1,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-07-31,8700,1,1,0,1,16160.0,0,0,d,c,No_Promo2
1115,2013-07-31,6209,1,1,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-07-31,15938,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
85,2013-08-01,7052,1,1,0,1,1870.0,0,0,b,a,No_Promo2
71,2013-08-01,10033,1,1,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
102,2013-08-01,8693,1,1,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
105,2013-08-01,4735,1,1,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
10,2013-08-01,5861,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-08-01,14382,1,1,0,1,420.0,0,0,d,c,No_Promo2
50,2013-08-01,4421,1,1,0,1,6260.0,0,0,d,a,No_Promo2
49,2013-08-01,8302,1,1,0,1,16160.0,0,0,d,c,No_Promo2
1115,2013-08-01,5745,1,1,1,1,5350.0,0,0,d,c,"Mar,Jun,Sept,Dec"
1086,2013-08-01,10388,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
102,2013-08-02,6559,1,1,1,1,150.0,0,0,a,a,"Mar,Jun,Sept,Dec"
85,2013-08-02,6719,1,1,0,1,1870.0,0,0,b,a,No_Promo2
105,2013-08-02,4630,1,1,1,1,6190.0,0,0,a,c,"Mar,Jun,Sept,Dec"
71,2013-08-02,8944,1,1,1,1,16160.0,0,0,a,a,"Mar,Jun,Sept,Dec"
10,2013-08-02,5052,1,1,0,1,3160.0,0,0,a,a,No_Promo2
57,2013-08-02,11749,1,1,0,1,420.0,0,0,d,c,No_Promo2
49,2013-08-02,7640,1,1,0,1,16160.0,0,0,d,c,No_Promo2
50,2013-08-02,4637,1,1,0,1,6260.0,0,0,d,a,No_Promo2
1086,2013-08-02,9054,1,1,1,1,180.0,0,0,a,a,"Feb,May,Aug,Nov"
